1911728900,235063602,1478391769
913505100,34454255,1469626564
2743626300,13604904,1469019779
2418244500,235726,1461925428
1124752700,151020990,1473209365
1205201800,7502339,1468779527
3181311200,202205691,1476513241
3123802300,12523173,1468996075
1349306000,51706672,1469886134
2789311300,6472369,1468576353
1420926200,27560876,1469451067
1814709200,48379667,1469840539
1272205800,25587633,1469430209
3572817600,313784238,1486979186
1960201500,13087788,1469008236
1217970200,119875351,1471616906
1780039100,311852989,1486361645
1252687800,1294488,1465975973
1909225300,1417381,1465981443
2661904800,232977231,1478280134
2843844200,64557416,1470318346
3322065100,184194565,1475143261
2955256800,324765525,1490868171
3014565300,75072973,1470641244
1730948900,5861101,1467806847
1799748200,325277368,1491047054
949197100,198037970,1475918219
577323600,29588086,1469503621
1142151200,14726727,1469071249
613660600,10516618,1468934715
3420774800,281343659,1482417033
1574128900,14955859,1469072267
3111677900,1979944,1466048255
1299538700,86982528,1470891894
1649602600,27466711,1469450069
654796700,197727938,1475849272
3041922900,23216703,1469200819
2239698500,112582000,1471223198
3318984500,181421247,1474788794
1011186200,238944834,1478685353
418791200,21449562,1469182447
913647300,128639425,1472088337
3176954200,14506182,1469067451
2589606300,205116276,1476886538
1754080600,22621744,1469191658
1303822400,66695827,1470401021
2747722900,159372831,1473895472
1183708600,111121161,1471146976
1179799300,108258463,1471066642
3055008200,311587168,1486268241
3427855700,29530563,1469502594
1548679400,196462831,1475686915
3214084900,118099525,1471591141
2936523500,2181928,1466157323
1286973900,53320935,1469941083
1299559400,115490679,1471431481
1577522600,309277285,1485588569
1413992500,319561021,1489065426
1136810300,59465668,1470127644
2574825800,134985513,1472286763
690027500,110766703,1471137242
245430400,147799082,1472939596
1319248500,24342738,1469419099
2522509800,150068827,1473080967
2904043600,3990056,1467114374
3334166100,15980913,1469080075
3267569800,85993818,1470879159
526649700,87773521,1470895300
2585662000,84901636,1470841242
2804710200,324586614,1490787733
2780627100,20672463,1469171580
805600500,11885464,1468985626
2423258700,8077285,1468894956
3206217800,21584510,1469183985
2038294300,5104759,1467208342
2638344500,216320953,1477718682
3281495100,47549724,1469808160
2791256800,8012724,1468888026
2942374500,7757021,1468845121
1792842900,9565822,1468920039
1259216800,6417767,1468573010
3350117100,271410441,1481366699
2896140600,6982793,1468672746
1797555700,69572049,1470468819
1816370400,3220201,1467088895
905367000,263860601,1480607313
915745900,57044146,1470061947
1748987400,2090654,1466072909
1434800900,7976724,1468883525
1941068600,6157667,1468221500
2190167100,9980209,1468925821
3544429700,336374686,1494590515
2139379600,15226413,1469074072
695683600,8585857,1468910698
542668100,21187158,1469178963
1700525000,66645810,1470400251
1424779200,357604,1465169191
